Territorial,Tipo Estudio,Expediente,Estado,Naturaleza,Clase de empresa,Municipio,Nombre proyecto,Resolución,Descriptor,Fecha resolución
Citará,Recursos naturales,CI2-2014-9,Archivado,Natural,-No aplica-,Hispania,PCH HOYO GRANDE,130CI-1407-10840,Por la cual se archiva un expediente,07/15/2014 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2010-3,Archivado,Natural,-No aplica-,Yalí,GENERACIÓN DE ENERGÍA,130ZF-4059,Por la cual se niega un permiso de estudio,08/02/2010 12:00:00 AM
Citará,Recursos naturales,CI2-2010-11,Archivado,Natural,-No aplica-,Concordia,PROYECTO HIDROELÉCTRICO LA MESETA,130CI-1108-7718,Por la cual se niega un permiso para el estudio de recursos naturales,08/29/2011 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2018-10,Archivado,Jurídica,Privada,Angostura,PCH,160TH-RES1810-5893,Por la cual se otorga un permiso para el estudio de recursos naturales,10/30/2018 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2018-10,Archivado,Jurídica,Privada,Angostura,PCH,160TH-RES1810-5893,Por la cual se otorga un permiso para el estudio de recursos naturales,10/30/2018 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-6,Archivado,Jurídica,Privada,Carolina Del Príncipe,PCH,160TH-RES2006-3467,Por la cual se niega una prorroga,06/24/2020 12:00:00 AM
Citará,Recursos naturales,CI2-2020-13,Archivado,Jurídica,Privada,Betulia,APROVECHAMIENTO DE LA QUEBRADA SAN MATEO,160CI-RES2012-7142,Por la cual se declara el desistimiento tácito,12/15/2020 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2014-35,Archivado,Jurídica,Privada,Cisneros,PROYECTO HIDROELÉCTRICO PALMICHALA,160-1507-21156,Por la cual se niega un permiso para el estudio de recursos naturales,07/27/2015 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2012-6,Archivado,Natural,-No aplica-,Buriticá,PROYECTO PEQUEÑA CENTRAL HIDROELECTRICA (PCH) SAN POLO,130HX-1209-5993,Por la cual se termina anticipadamente un trámite o permiso,09/19/2012 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-16,Activo,Jurídica,Privada,Campamento,PH La Esperanza,160TH-RES2002-656,Por la cual se otorga un permiso para el estudio de recursos naturales,02/10/2020 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2014-5,Archivado,Jurídica,Privada,Anzá,prefactibilidad y factibilidad para generación de energía eléctrica quebrada quioná,160HX-1602-8170,Por la cual se otorga un permiso para el estudio de recursos naturales,02/16/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-3,Activo,Jurídica,Privada,San Andrés De Cuerquia,Permiso de estudio de recursos naturales,160TH-RES2110-6553,Por la cual se niega un permiso para el estudio de recursos naturales,10/11/2021 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2014-7,Archivado,Jurídica,Privada,Yalí,DESARROLLO HIDROELÉCTRICO SANTA ANA,130ZF-1410-6781,Por la cual se niega un permiso para el estudio de recursos naturales,10/28/2014 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2020-31,Activo,Natural,-No aplica-,Liborina,PROYECTO JUAN GARCIA II,160HX-RES2112-8118,Por la cual se otorga un permiso para el estudio de recursos naturales,12/07/2021 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2011-2,Archivado,Natural,-No aplica-,Vegachí,PROYECTO HIDROELECTRICO VEGACHÍ,160ZF-RES1907-3454,Por la cual se archiva un expediente,07/05/2019 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-24,Archivado,Jurídica,Privada,Cáceres,IMPACTO AMBIENTAL DEL CONTRATO JDA-15222,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-23,Archivado,Jurídica,Privada,Anorí,caracterizacion fisico quimica de la miel de abeja Apis Melifera,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-23,Archivado,Jurídica,Privada,Anorí,caracterizacion fisico quimica de la miel de abeja Apis Melifera,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-23,Archivado,Jurídica,Privada,Anorí,caracterizacion fisico quimica de la miel de abeja Apis Melifera,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-23,Archivado,Jurídica,Privada,Anorí,caracterizacion fisico quimica de la miel de abeja Apis Melifera,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-23,Archivado,Jurídica,Privada,Anorí,caracterizacion fisico quimica de la miel de abeja Apis Melifera,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-23,Archivado,Jurídica,Privada,Anorí,caracterizacion fisico quimica de la miel de abeja Apis Melifera,,,
Zenufaná,Recursos naturales,ZF2-2004-1,Archivado,Jurídica,Pública,Puerto Berrío,"Busqueda de antiparasitarios dela flora colombiana, Lesihmaiosis y Chagas",130ZF-2339,Por la cual se toma una determinación,07/15/2006 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2012-10,Archivado,Jurídica,Privada,Puerto Berrío,APROVECHAMIENTO HIDROELECTRICO,130ZF-1206-5247,Por la cual se adopta una decisión,06/15/2012 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-23,Archivado,Jurídica,Privada,Santa Rosa De Osos,PROYECTO HIDROELÉCTRICO LA CHORRERA,160-RES1710-5481,"Por la cual se modifica un permiso, concesión o autorización",10/09/2017 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2013-2,Archivado,Jurídica,Pública,Yalí,CUENCA DEL RIO SAN BARTOLOME POLIGONO 2,160ZF-1501-6964,Por la cual se resuelve un recurso de reposición,01/14/2015 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2018-12,Activo,Jurídica,Pública,Toledo,PCH Quebrada Santa María,160TH-RES2305-2070,Por la cual se acepta un desistimiento,05/18/2023 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-33,Archivado,Jurídica,Privada,Amalfi,RECOLECCIÓN DE ESPECÍMENES DE ESPECIES SILVESTRES DE LA DIVERSIDAD BIOLÓGICA CON FINES DE ELABORACIÓN DE ESTUDIOS AMBIENTALES,160-RES2206-3126,Por la cual se adopta una decisión,06/06/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-15,Archivado,Jurídica,Privada,Anorí,INVENTARIO Y PLAN DE APROVECHAMIENTO FORESTAL PROYECTO LÍNEA DE TRASMISIÓN DE ENERGÍA ANORÍ-ZARAGOZA-EL BAGRE,160-1404-19319,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,04/22/2014 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-12,Archivado,Jurídica,Privada,Amagá,METODOLOGIAS PARA LA RECOLECCION DE ESPECIMENES Y MUESTRAS DE LA BIODIVERSIDAD,160-1506-21014,Por la cual se adopta una decisión,06/16/2015 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2012-5,Archivado,Jurídica,Privada,Yolombó,Estudios Hidrogeológicos,130ZF-1301-5665,Por la cual se otorga un permiso para el estudio de recursos naturales,01/03/2013 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2015-2,Archivado,Jurídica,Privada,Campamento,POTENCIAL HIDROENERGETICO RIO NECHI,160TH-1507-11780,Por la cual se inadmite una solicitud,07/14/2015 12:00:00 AM
Cartama,Recursos naturales,CA9-2006-1,Archivado,Natural,-No aplica-,Támesis,CARACTERIZACIÓN DE LAS COMUNIDADES DE ANUROS EN DIFERENTES ELEMENTOS DEL PAISAJE CAFETERO EN TÁMESIS,160CA-1512-9961,Por la cual se archiva un expediente,12/17/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2013-7,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTUDIO DE IMPACTO AMBIENTAL PROYECTO INTEGRAL SISTEMA HIDROELÉCTRICO DEL RÍO SAN JUAN,160-1610-23036,Por la cual se archiva un expediente,10/27/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2013-7,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTUDIO DE IMPACTO AMBIENTAL PROYECTO INTEGRAL SISTEMA HIDROELÉCTRICO DEL RÍO SAN JUAN,160-1610-23036,Por la cual se archiva un expediente,10/27/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2013-7,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTUDIO DE IMPACTO AMBIENTAL PROYECTO INTEGRAL SISTEMA HIDROELÉCTRICO DEL RÍO SAN JUAN,160-1610-23036,Por la cual se archiva un expediente,10/27/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2013-7,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTUDIO DE IMPACTO AMBIENTAL PROYECTO INTEGRAL SISTEMA HIDROELÉCTRICO DEL RÍO SAN JUAN,160-1610-23036,Por la cual se archiva un expediente,10/27/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2013-7,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTUDIO DE IMPACTO AMBIENTAL PROYECTO INTEGRAL SISTEMA HIDROELÉCTRICO DEL RÍO SAN JUAN,160-1610-23036,Por la cual se archiva un expediente,10/27/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-9,Archivado,Jurídica,Pública,Belmira,TRANSCRIPTÓMICA PARA LA IDENTIFICACIÓN Y ESTUDIO IN VITRO DE PÉPTIDOS CON POTENCIAL REGENERATIVO AISLADOS DE PIEL DE RANAS COLOMBIANAS,160-RES1709-4739,Por la cual se archiva un expediente,09/05/2017 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Recursos naturales,AS2-2009-1,Archivado,Natural,-No aplica-,Caldas,PATRONES DE ANIDACIÓN COOPERATIVA DEL CACIQUE CANDELA,160-1609-22897,Por la cual se archiva un expediente,09/29/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2020-7,Activo,Natural,-No aplica-,Guadalupe,PCH SAN BASILIO,160TH-RES2112-8031,Por la cual se otorga un permiso para el estudio de recursos naturales,12/02/2021 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-36,Activo,Jurídica,Pública,Angostura,PROYECTO HIDROELÉCTRICO PAJARITO,160-1604-22078,Por la cual se niega un plazo adicional,04/14/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-21,Activo,Natural,-No aplica-,Betulia,LINEA BASA PARA EL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO DEL APROVECHAMIENTO HIDROELÉCTRICO DE SAN MATEO EN EL RIO O QUEBRADA SAN MATEO,160-1505-20854,Por la cual se otorga un permiso,05/04/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2014-6,Archivado,Jurídica,Privada,Nechí,ACTUALIZACIÓN Y COMPLEMETACIÓN DE LA LÍNEA BASE PARA LA A EXPLORACIÓN AURÍFERA A LARGO PLAZOY FORMULACIÓN DE UN MODELO DE RESTAURACIÓN ECOLÓGICA EN ELMARCO DE LA OPERACIÓN DE MINERIA AURIFERA ALUVIAL DE MINEROS S.A. EN EL BAJO NECHI,160-1503-20723,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,03/09/2015 12:00:00 AM
Cartama,Recursos naturales,CA2-2013-1,Archivado,Natural,-No aplica-,Santa Bárbara,PROYECTO PEQUEÑA CENTRAL HIDROELÉCTRICA LA LOMA,160CA-1502-9170,Por la cual se traspasa un permiso,02/26/2015 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2015-2,Archivado,Jurídica,Pública,Tarazá,HIDROELECTRICO EL CEDRAL,160PZ-1507-3311,Por la cual se otorga un permiso para el estudio de recursos naturales,07/30/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2017-43,Archivado,Jurídica,Privada,Zaragoza,ELABORACION IMPACTO AMBIENTAL REGISTRO MINERO HCII08,,,
Zenufaná,Recursos naturales,ZF2-2015-3,Activo,Natural,-No aplica-,Yalí,PEQUEÑA CENTRAL HIDROELÉCTRICA EL VOLCÁN,160ZF-1509-7275,Por la cual se archiva un expediente,09/07/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-12,Archivado,Natural,-No aplica-,Valdivia,ESTUDIO ECOEPIDEMILÓGICO Y MOLECULAR DE POSIBLES HOSPEDEROS RESERVORIOS DE LEISHMANIASIS CUTÁNEA EN UN FOCO PERIURBANO DE COLOMBIA,160-1606-22369,Por la cual se acepta un desistimiento tácito,06/14/2016 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2011-4,Archivado,Natural,-No aplica-,Amagá,proyecto quebrada sinifaná,130AS-1203-6642,Por la cual se otorga un permiso para el estudio de recursos naturales,03/09/2012 12:00:00 AM
Citará,Recursos naturales,CI2-2006-1,Archivado,Jurídica,Privada,Andes,"INVESTIGACIÓN CIENTÍFICA CON DIVERSIDAD BIOLÓGICA, PARA DETERMINAR LA VIABILIDAD DE PROYECTAR OBRAS PARA UN FUTURO APROVECHAMIENTO DE LA FUERZA HIDRÁULICA DE LAS AGUAS DE LA CUENCA DE LOS RÍOS TAPARTÓ, GUADUALEJO Y PEDRAL (ANDES-HISPANIA)",130CI-5922,Por la cual se adopta una decisión,10/29/2009 12:00:00 AM
Citará,Recursos naturales,CI2-2016-11,Archivado,Natural,-No aplica-,Betania,PCH,160CI-1612-13491,Por la cual se adopta una decisión,12/22/2016 12:00:00 AM
Citará,Recursos naturales,CI2-2016-11,Archivado,Natural,-No aplica-,Betania,PCH,160CI-1607-13030,Por la cual se otorga un permiso para el estudio de recursos naturales,07/06/2016 12:00:00 AM
Citará,Recursos naturales,CI2-2018-11,Archivado,Natural,-No aplica-,Betania,PCH RIO TAPARTO,160CI-RES1811-6311,Por la cual se otorga un permiso para el estudio de recursos naturales,11/16/2018 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2009-7,Archivado,Jurídica,Privada,Valdivia,"Permiso de Estudio para el Desarrollo Hidroeléctirco San Francisco Quebrada Valdivia, Veredas Chorros Blancos, Morrón o Sevilla, Zapatillo y Nevado, Cotas 575 a 350 msnm.",130PZ-1110-2013,Por la cual se adopta una decisión,10/25/2011 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-5,Archivado,Jurídica,Privada,Santa Rosa De Osos,CARACTERIZACION BIOTICA EN EL MARCO DEL ESTUDIO DE IMPACTO AMBIENTAL PARA EL P´ROYECTO SANTA ROSA MINERIA DE ORO A CIELO ABIERTO,040-1309-18590,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,09/04/2013 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2013-5,Archivado,Jurídica,Privada,Puerto Berrío,Permiso de estudio para microcuenca Rio Nus,160ZF-1511-7435,Por la cual se prorroga un permiso,11/23/2015 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2017-19,Archivado,Jurídica,Pública,Valdivia,HIDROELECTRICO NUTABLE,160PZ-RES1709-5298,Por la cual se otorga un permiso para el estudio de recursos naturales,09/29/2017 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2014-2,Archivado,Natural,-No aplica-,Amalfi,GENERACIÓN HIDROELÉCTRICA,130ZF-1411-6823,Por la cual se otorga un permiso para el estudio de recursos naturales,11/12/2014 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-34,Archivado,Jurídica,Privada,Guadalupe,DESARRROLLO HIDROELÉCTRICO LOS NARANJOS,130TH-1212-9651,Por la cual se otorga un permiso para el estudio de recursos naturales,12/06/2012 12:00:00 AM
Cartama,Recursos naturales,CA2-2008-4,Archivado,,,Tarso,DESARROLLO HIDROELÉCTRICO LA COMETA,130CA-5426,,01/23/2009 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-30,Archivado,,,Hispania,permiso recolección con fines de elaboración de estudios ambientales,,,
Citará,Recursos naturales,CI2-2016-14,Archivado,Jurídica,Privada,Betulia,PCH,160CI-1611-13397,Por la cual se acepta un desistimiento tácito,11/23/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-11,Archivado,Jurídica,Privada,San Andrés De Cuerquia,PCH LA GLORIA,160-1511-21581,Por la cual se prorroga un permiso,11/30/2015 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2015-1,Archivado,Jurídica,Privada,Caracolí,APROVECHAMIENTO HIDROELÉCTRICO RÍO NUS,160ZF-1605-8062,Por la cual se traspasa un permiso,05/12/2016 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2007-1,Archivado,Jurídica,Pública,Puerto Berrío,BÚSQUEDA DE ANTITUBERCULOSOS DE LA FLORA COLOMBIANA,130ZF-1203-5065,Por la cual se adopta una decisión,03/22/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2013-13,Archivado,Jurídica,Privada,Caracolí,GENERACIÓN HIDROELÉCTRICA,160ZF-1503-7074,"Por la cual se modifica un permiso, concesión o autorización",03/20/2015 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2016-5,Archivado,Jurídica,Privada,Valdivia,PERMISO DE ESTUDIO DEL RECURSO HIDRICO,160PZ-RES1901-208,Por la cual se niega un permiso para el estudio de recursos naturales,01/22/2019 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-28,Archivado,Jurídica,Privada,Ituango,COLOMBIA HIDROELECTRICA S.A,130TH-1105-8308,Por la cual se otorga un permiso para el estudio de recursos naturales,05/31/2011 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2011-1,Archivado,Jurídica,Privada,Liborina,PERMISO DE ESTUDIO DE RECURSOS NATURALES,130HX-1111-5515,Por la cual se otorga un permiso para el estudio de recursos naturales,11/18/2011 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2022-17,Activo,Jurídica,Privada,Sabaneta,PRESTACION DE SERVICIOS PARA FORTALECER LA CIENCIA,160-RES2209-5134,Por la cual se otorga un plazo adicional,09/01/2022 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2009-1,Archivado,,,Briceño,MICROCENTRAL HIDROENERGÉTICA RIO ESPÍRITUSANTO,130TH-7616,Por la cual se adopta una decisión,04/20/2010 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-27,Archivado,Natural,-No aplica-,Valparaíso,EVALUACION DEL POTENCIAL HIDROELECTRICO DE LAS AREAS MEDIA-BAJA Y BAJA DE LA QUEBRADA VEQUEDO,040-1311-18871,Por la cual se adopta una decisión,11/15/2013 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-1,Archivado,Natural,-No aplica-,Santa Rosa De Osos,PERMISO DE ESTUDIO PARA APROVECHAMIENTO HIDROELÉCTRICO,160TH-RES1908-4091,Por la cual se termina anticipadamente un trámite o permiso,08/05/2019 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-11,Activo,Jurídica,Privada,Campamento,PERMISO DE ESTUDIO DEL RECURSO HÍDRICO,160TH-RES2211-6396,Por la cual se declara el desistimiento tácito,11/02/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-3,Archivado,Jurídica,Privada,Santa Fé De Antioquia,CARACTERIZACIÓN BIÓTICA DL ÁREA DE INFLUENCIA DEL PROYECTO HIDROLÉCTRICO NOQUE,040-1210-17459,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,10/01/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-1,Archivado,,,Yalí,DESARROLLO HODROELÉCTRICO LA SIRENA,130ZF-3822,Por la cual se otorga un permiso de estudio,12/24/2009 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2011-25,Archivado,Jurídica,Privada,Segovia,INFORMACION ESPECFICA DE LA INVESTIGACIÓN CIENTIFICA EN DIVERSIDAD BIOLÓGICA,040-120216599,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,02/06/2012 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-16,Archivado,Jurídica,Privada,Venecia,APROVECHAMIENTO HIDROELECTRICO,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-16,Archivado,Jurídica,Privada,Venecia,APROVECHAMIENTO HIDROELECTRICO,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-16,Archivado,Jurídica,Privada,Venecia,APROVECHAMIENTO HIDROELECTRICO,,,
Citará,Recursos naturales,CI2-2014-8,Archivado,Natural,-No aplica-,Jardín,´PCH DOJURO,160CI-1602-12657,Por la cual se niega una prorroga,02/10/2016 12:00:00 AM
