Territorial,Expediente,Fecha resolución,Estado,Naturaleza,Clase de empresa,Municipio,Tipo Obra,Tipo Ocupación
Citará,CI8-2016-2,08/28/2017 12:00:00 AM,Archivado,Jurídica,Pública,Salgar,Canalización en U,Permanente
Zenufaná,ZF8-2022-36,06/07/2022 12:00:00 AM,Activo,Jurídica,Pública,Cisneros,Canalización en U,Permanente
Aburrá Norte,AN8-2024-1,11/06/2024 12:00:00 AM,Activo,Jurídica,Privada,Barbosa,Muro contención en concreto,Permanente
Cartama,CA8-2009-10,04/12/2012 12:00:00 AM,Archivado,Jurídica,Privada,Támesis,Jarillón,Permanente
Aburrá Norte,AN8-1998-61,07/16/2008 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Cobertura en Cajón,Permanente
Secretaría Ambiental De Envigado,SAE8-2013-8,08/01/2017 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Cartama,CA8-2008-8,11/25/2010 12:00:00 AM,Archivado,Jurídica,Pública,Jericó,Cobertura en Cajón,Permanente
Citará,CI8-2009-4,11/28/2012 12:00:00 AM,Archivado,Natural,-No aplica-,Hispania,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2019-93,08/13/2020 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2014-3,10/20/2015 12:00:00 AM,Activo,Jurídica,Privada,Maceo,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-72,07/05/2019 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2010-59,10/28/2011 12:00:00 AM,Activo,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2016-1,04/03/2020 12:00:00 AM,Archivado,Natural,-No aplica-,Santa Fé De Antioquia,Muro contención en concreto,Permanente
Hevéxicos,HX8-2011-11,03/07/2013 12:00:00 AM,Archivado,Jurídica,Privada,Sopetrán,Puente,Permanente
Aburrá Norte,AN8-2017-2,04/02/2020 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-13,03/03/2021 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2005-4,06/15/2005 12:00:00 AM,Archivado,Natural,-No aplica-,Envigado,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2020-79,04/09/2021 12:00:00 AM,Archivado,Jurídica,Pública,Caracolí,Canalización Trapezoidal,Permanente
Secretaría Ambiental De Envigado,SAE8-2006-7,02/19/2014 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Gaviones,Permanente
Tahamíes,TH8-2020-69,12/15/2023 12:00:00 AM,Activo,Jurídica,Privada,Entrerríos,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2008-14,09/24/2013 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Canalización Trapezoidal,Permanente
Cartama,CA8-2020-7,03/04/2020 12:00:00 AM,Activo,Jurídica,Privada,Valparaíso,Puente,Permanente
Zenufaná,ZF8-2022-28,06/10/2022 12:00:00 AM,Activo,Jurídica,Privada,Segovia,Canalización en U,Permanente
Secretaría Ambiental De Envigado,SAE8-2015-9,08/31/2015 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2020-111,05/29/2025 12:00:00 AM,Activo,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-12,12/06/2021 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-9,11/08/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Otras Obras y Construcciones,Provisional
Panzenú,PZ8-2009-5,07/05/2019 12:00:00 AM,Archivado,Natural,-No aplica-,Caucasia,Jarillón,Permanente
Aburrá Norte,AN8-2014-17,03/27/2017 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2024-26,09/18/2024 12:00:00 AM,Activo,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2016-2,09/12/2016 12:00:00 AM,Archivado,Natural,-No aplica-,Sopetrán,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-79,07/08/2016 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2020-6,07/13/2020 12:00:00 AM,Activo,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2004-10,11/22/2011 12:00:00 AM,Archivado,Natural,-No aplica-,San Jerónimo,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2009-5,10/10/2019 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2000-15,12/22/2021 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Muro contención en concreto,Permanente
Secretaría Ambiental De Envigado,SAE8-2006-7,10/29/2012 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Muro contención en concreto,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-58,09/06/2021 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2017-39,07/13/2022 12:00:00 AM,Activo,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Provisional
Panzenú,PZ8-2015-90,01/25/2022 12:00:00 AM,Activo,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Cartama,CA8-2012-11,07/23/2018 12:00:00 AM,Archivado,Jurídica,Pública,Fredonia,Gaviones,Permanente
Aburrá Sur,AS8-2009-5,11/17/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Caldas,Cobertura Abovedada,Permanente
Aburrá Norte,AN8-2014-20,11/23/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2016-10,09/09/2016 12:00:00 AM,Archivado,Jurídica,Pública,Amalfi,Alcantarillado,Permanente
Aburrá Norte,AN8-2013-38,03/09/2016 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-67,03/29/2016 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2006-29,02/28/2007 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-45,01/12/2011 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2006-14,02/06/2007 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Canalización Trapezoidal,Permanente
Aburrá Sur,AS8-2014-16,12/26/2022 12:00:00 AM,Archivado,Natural,-No aplica-,La Estrella,Muro contención en concreto,Permanente
Citará,CI8-2020-28,04/07/2021 12:00:00 AM,Archivado,Jurídica,Privada,Concordia,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2014-49,12/23/2014 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2008-13,05/10/2021 12:00:00 AM,Activo,Natural,-No aplica-,Barbosa,Represa,Provisional
Zenufaná,ZF8-2024-22,09/10/2024 12:00:00 AM,Activo,Jurídica,Privada,Remedios,Canalización Trapezoidal,Permanente
Cartama,CA8-2012-7,12/30/2022 12:00:00 AM,Activo,Jurídica,Privada,Tarso,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2005-25,10/05/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Muro contención en concreto,Permanente
Aburrá Sur,AS8-2021-19,07/23/2024 12:00:00 AM,Archivado,Jurídica,Pública,Amagá,Canalización Triangular o en V,Permanente
Panzenú,PZ8-2022-70,12/06/2022 12:00:00 AM,Activo,Jurídica,Privada,Caucasia,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2019-74,10/14/2022 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Alcantarillado,Permanente
Aburrá Norte,AN8-2009-25,01/08/2015 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-7,07/27/2022 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2010-2,03/17/2015 12:00:00 AM,Archivado,Jurídica,Privada,Nechí,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-3,08/20/2014 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2006-14,08/12/2024 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Cobertura Circular,Permanente
Aburrá Norte,AN8-2008-6,07/09/2008 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Gaviones,Permanente
Aburrá Sur,AS8-2018-126,08/27/2019 12:00:00 AM,Archivado,Jurídica,Privada,Sabaneta,Otras Obras y Construcciones,Permanente
Cartama,CA8-2015-5,06/02/2021 12:00:00 AM,Activo,Jurídica,Pública,Fredonia,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2012-52,12/14/2022 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Gaviones,Permanente
Zenufaná,ZF8-2021-37,08/03/2021 12:00:00 AM,Archivado,Jurídica,Pública,Yondó,Otras Obras y Construcciones,Permanente
Cartama,CA8-2021-22,05/21/2021 12:00:00 AM,Activo,Jurídica,Pública,Caramanta,Cobertura en Cajón,Provisional
Cartama,CA8-2006-5,05/22/2009 12:00:00 AM,Archivado,Natural,-No aplica-,Fredonia,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2011-7,02/02/2012 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Espolones,Permanente
Aburrá Sur,AS8-2005-13,04/05/2011 12:00:00 AM,Activo,Natural,-No aplica-,Caldas,Cobertura Circular,Permanente
Aburrá Norte,AN8-2011-34,03/29/2012 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-28,10/20/2022 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2016-2,08/20/2019 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-80,04/14/2015 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2008-14,07/05/2023 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Canalización Trapezoidal,Permanente
Aburrá Norte,AN8-2005-10,12/31/2021 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Canalización Triangular o en V,Permanente
Cartama,CA8-2021-85,03/20/2024 12:00:00 AM,Activo,Jurídica,Privada,Támesis,Cobertura en Cajón,Permanente
Aburrá Sur,AS8-2015-1,09/18/2015 12:00:00 AM,Archivado,Jurídica,Privada,Sabaneta,Gaviones,Permanente
Aburrá Norte,AN8-2020-17,08/25/2020 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-58,07/07/2021 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2021-57,09/20/2021 12:00:00 AM,Activo,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2014-8,05/11/2016 12:00:00 AM,Activo,Natural,-No aplica-,La Estrella,Otras Obras y Construcciones,Permanente
Cartama,CA8-2012-12,12/11/2013 12:00:00 AM,Activo,Jurídica,Privada,Fredonia,Gaviones,Permanente
Aburrá Sur,AS8-2006-15,04/23/2008 12:00:00 AM,Archivado,Natural,-No aplica-,La Estrella,Cobertura en Cajón,Permanente
Panzenú,PZ8-2013-4,12/09/2021 12:00:00 AM,Archivado,Jurídica,-No aplica-,Valdivia,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2005-6,05/12/2007 12:00:00 AM,Activo,Natural,-No aplica-,Caldas,Canalización en U,Permanente
Zenufaná,ZF8-2007-11,01/14/2014 12:00:00 AM,Archivado,Jurídica,Privada,Yondó,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2020-67,10/29/2020 12:00:00 AM,Activo,Jurídica,Pública,Barbosa,Cobertura Circular,Permanente
Aburrá Norte,AN8-2009-4,10/30/2015 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-6,09/19/2014 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2006-4,11/07/2008 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2008-26,08/31/2010 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Gaviones,Permanente
Aburrá Sur,AS8-2009-23,12/02/2010 12:00:00 AM,Archivado,Natural,-No aplica-,Caldas,Otras Obras y Construcciones,Provisional
Panzenú,PZ8-2015-72,02/16/2022 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Panzenú,PZ8-2015-73,02/16/2022 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2014-72,10/22/2019 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2004-4,09/06/2013 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-12,05/07/2021 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2011-34,02/22/2016 12:00:00 AM,Archivado,Jurídica,Pública,Itaguí,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2023-74,11/27/2024 12:00:00 AM,Activo,Jurídica,Pública,San José De La Montaña,Otras Obras y Construcciones,Provisional
Aburrá Norte,AN8-2012-47,04/29/2014 12:00:00 AM,Archivado,Natural,-No aplica-,Copacabana,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2014-2,06/27/2014 12:00:00 AM,Archivado,Jurídica,Privada,Puerto Berrío,Otras Obras y Construcciones,Permanente
Cartama,CA8-2021-99,12/15/2021 12:00:00 AM,Activo,Jurídica,Privada,Tarso,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2018-84,05/21/2019 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2016-2,09/24/2020 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Puente,Permanente
Aburrá Norte,AN8-2014-71,09/25/2015 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-26,06/27/2014 12:00:00 AM,Activo,Jurídica,Privada,Copacabana,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2006-32,02/28/2007 12:00:00 AM,Archivado,Jurídica,Pública,Bello,Muro contención en concreto,Permanente
Panzenú,PZ8-2015-56,03/18/2019 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Tahamíes,TH8-2012-1,10/24/2012 12:00:00 AM,Archivado,Jurídica,Privada,Donmatías,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2014-5,10/12/2017 12:00:00 AM,Activo,Jurídica,Privada,San Pedro De Los Milagros,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2011-34,12/14/2022 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2019-81,05/05/2023 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-62,06/24/2011 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2017-65,03/29/2023 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Cartama,CA8-2007-5,12/30/2022 12:00:00 AM,Activo,Jurídica,Privada,Jericó,Cobertura en Cajón,Permanente
Cartama,CA8-2008-15,06/19/2020 12:00:00 AM,Activo,Natural,-No aplica-,Tarso,Otras Obras y Construcciones,Provisional
Cartama,CA8-2022-17,04/07/2022 12:00:00 AM,Activo,Jurídica,Privada,La Pintada,Otras Obras y Construcciones,Permanente
Citará,CI8-2008-1,03/20/2014 12:00:00 AM,Archivado,Natural,-No aplica-,Ciudad Bolívar,Puente,Permanente
Panzenú,PZ8-2015-51,05/06/2021 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura Abovedada,Permanente
Secretaría Ambiental De Envigado,SAE8-2014-16,06/04/2015 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Canalización Trapezoidal,Permanente
Secretaría Ambiental De Envigado,SAE8-2023-7,04/12/2023 12:00:00 AM,Activo,,,Envigado,Alcantarillado,Permanente
Aburrá Norte,AN8-2010-39,09/08/2021 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Provisional
Secretaría Ambiental De Envigado,SAE8-2018-24,09/13/2019 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2018-145,10/25/2021 12:00:00 AM,Activo,Natural,-No aplica-,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2005-4,07/07/2005 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Canalización en U,Permanente
Citará,CI8-2015-7,07/27/2015 12:00:00 AM,Archivado,Jurídica,Pública,Andes,Desvio de Corriente,Provisional
Aburrá Sur,AS8-2012-23,07/25/2013 12:00:00 AM,Archivado,Jurídica,Privada,Heliconia,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2011-6,05/15/2013 12:00:00 AM,Archivado,Jurídica,Pública,Sopetrán,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2011-24,11/13/2015 12:00:00 AM,Archivado,Natural,-No aplica-,Caldas,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2011-10,07/28/2022 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Provisional
Hevéxicos,HX8-2005-8,07/30/2009 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Jarillón,Permanente
Aburrá Norte,AN8-2003-9,07/14/2023 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-61,12/29/2022 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2013-2,12/23/2013 12:00:00 AM,Archivado,Jurídica,Privada,Puerto Berrío,Desvio de Corriente,Provisional
Aburrá Norte,AN8-2008-13,04/06/2021 12:00:00 AM,Activo,Natural,-No aplica-,Barbosa,Represa,Provisional
Aburrá Sur,AS8-2009-24,04/03/2020 12:00:00 AM,Archivado,Jurídica,Privada,Sabaneta,Cobertura en Cajón,Permanente
Panzenú,PZ8-2015-48,05/25/2021 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2018-93,12/17/2020 12:00:00 AM,Activo,Jurídica,Privada,Copacabana,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2022-18,04/07/2022 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-50,02/18/2019 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Secretaría Ambiental De Envigado,SAE8-2016-4,04/06/2017 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Cobertura Circular,Permanente
Aburrá Sur,AS8-2011-15,02/17/2022 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Represa,Permanente
Tahamíes,TH8-2007-2,01/31/2022 12:00:00 AM,Activo,Jurídica,Privada,Santa Rosa De Osos,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2007-6,12/28/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2017-113,03/25/2021 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Canalización Trapezoidal,Provisional
Secretaría Ambiental De Envigado,SAE8-2013-1,05/16/2013 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Canalización en U,Permanente
Zenufaná,ZF8-2021-111,11/30/2021 12:00:00 AM,Archivado,Jurídica,Pública,Puerto Berrío,Canalización en U,Provisional
Secretaría Ambiental De Envigado,SAE8-2013-7,08/15/2013 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-40,07/30/2018 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2001-8,10/28/2004 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2020-128,05/29/2023 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Cobertura en Cajón,Permanente
Aburrá Sur,AS8-2009-19,06/14/2013 12:00:00 AM,Archivado,Jurídica,Privada,Itaguí,Canalización en U,Permanente
Aburrá Norte,AN8-2021-107,12/27/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2020-87,11/23/2022 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-94,04/08/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2013-49,03/17/2014 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2005-6,05/12/2007 12:00:00 AM,Activo,Natural,-No aplica-,Caldas,Cobertura Circular,Permanente
Secretaría Ambiental De Envigado,SAE8-2020-18,09/22/2020 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2014-12,01/15/2016 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Canalización Trapezoidal,Permanente
Zenufaná,ZF8-2016-8,03/28/2017 12:00:00 AM,Archivado,Jurídica,Pública,Puerto Berrío,Otras Obras y Construcciones,Provisional
Hevéxicos,HX8-2013-9,11/12/2013 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2002-10,12/04/2003 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Puente,Permanente
Panzenú,PZ8-2015-34,05/06/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2000-6,01/24/2003 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Muro contención en concreto,Permanente
Aburrá Sur,AS8-2019-87,07/10/2020 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-103,06/01/2018 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Panzenú,PZ8-2014-2,01/03/2020 12:00:00 AM,Archivado,Jurídica,Pública,Zaragoza,Alcantarillado,Permanente
Panzenú,PZ8-2012-1,02/21/2013 12:00:00 AM,Archivado,Jurídica,Pública,Nechí,Muro contención en concreto,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-129,06/23/2022 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Alcantarillado,Permanente
Zenufaná,ZF8-2017-86,09/15/2017 12:00:00 AM,Archivado,Jurídica,Privada,Yondó,Cobertura Abovedada,Provisional
